brand,region,sales
Audi,South Africa,515
Ford,America,810
GMC,Ireland,858
Pontiac,Poland,734
Chevrolet,South Africa,686
Mercedes-Benz,America,792
BMW,Ireland,943
Kia,Poland,508
Chevrolet,South Africa,573
Volkswagen,America,585
Mercedes-Benz,Ireland,550
Lotus,Poland,670
Subaru,South Africa,809
Dodge,America,591
Ford,Ireland,733
Toyota,Poland,731
GMC,South Africa,918
Mazda,America,995
Toyota,Ireland,631
Chevrolet,Poland,636
Mitsubishi,South Africa,997
Cadillac,America,513
Pontiac,Ireland,774
Kia,Poland,573
GMC,South Africa,633
Ram,America,833
Suzuki,Ireland,876
Mazda,Poland,968
Ford,South Africa,944
Isuzu,America,978
Aptera,Ireland,755
Pontiac,Poland,620
Mercury,South Africa,670
Saturn,America,866
Mazda,Ireland,762
Plymouth,Poland,734
BMW,South Africa,518
Lincoln,America,540
Ford,Ireland,509
Mazda,Poland,591
Dodge,South Africa,550
Isuzu,America,744
Aston Martin,Ireland,742
Buick,Poland,704
Chevrolet,South Africa,917
Ford,America,901
Mercedes-Benz,Ireland,898
Mitsubishi,Poland,946
Mercury,South Africa,727
Buick,India,651
Oldsmobile,Australia,850
Chrysler,Srilanka,880
Hyundai,India,817
Subaru,Australia,767
Cadillac,Srilanka,926
Subaru,India,634
Geo,Australia,701
Dodge,Srilanka,889
Mercedes-Benz,India,766
Pontiac,Australia,685
Infiniti,Srilanka,736
Chevrolet,India,758
BMW,Australia,805
Volvo,Srilanka,837
Volvo,India,855
Mercury,Australia,905
Dodge,Srilanka,736
Chevrolet,India,700
Chevrolet,Australia,515
Buick,Srilanka,935
Pontiac,India,923
GMC,South Africa,524
Chevrolet,America,590
Jaguar,Ireland,976
Mercury,Poland,816
GMC,South Africa,616
Ford,America,672
Oldsmobile,Ireland,972
Ford,Poland,944
Plymouth,South Africa,595
Chevrolet,America,668
BMW,Ireland,628
Subaru,Poland,540
Audi,South Africa,708
Audi,America,989
Audi,Ireland,718
Mercury,Poland,976
Dodge,South Africa,629
Infiniti,America,698
Maybach,Ireland,841
Kia,Poland,988
Nissan,South Africa,733
Chevrolet,America,980
Mercedes-Benz,Ireland,534
Ford,Poland,954
Lexus,South Africa,883
Oldsmobile,America,841
GMC,Ireland,620
Buick,Poland,692
Hummer,South Africa,843
Aston Martin,America,572
Acura,Ireland,658
Volkswagen,Poland,929
Nissan,South Africa,698
Mazda,America,843
Pontiac,Ireland,869
Ford,Poland,706
Ford,South Africa,585
Toyota,America,816
Honda,Ireland,745
Jaguar,Poland,516
Mitsubishi,South Africa,694
Chevrolet,America,729
Ford,Ireland,704
Mercedes-Benz,Poland,919
Hillman,South Africa,907
Subaru,America,853
Mazda,Ireland,807
Oldsmobile,Poland,805
Dodge,South Africa,698
Hyundai,India,646
Lamborghini,Australia,637
Chevrolet,Srilanka,980
BMW,India,841
Dodge,Australia,587
Dodge,Srilanka,783
Honda,India,626
Chevrolet,Australia,825
GMC,Srilanka,818
Nissan,India,505
Chevrolet,Australia,622
Cadillac,Srilanka,931
Toyota,India,540
Maserati,Australia,833
Isuzu,Srilanka,933
Jeep,India,664
GMC,Australia,941
Oldsmobile,Srilanka,561
Lotus,India,678
Isuzu,Australia,762
Audi,Srilanka,900
Ford,India,938
Suzuki,South Africa,870
Lexus,America,854
GMC,Ireland,796
Jaguar,Poland,589
Dodge,South Africa,793
Pontiac,America,964
Mercury,Ireland,689
BMW,Poland,887
Subaru,South Africa,657
Cadillac,America,924
Pontiac,Ireland,960
Chevrolet,Poland,536
Buick,South Africa,607
Porsche,America,940
Hyundai,Ireland,698
Ford,Poland,973
Oldsmobile,South Africa,951
Chevrolet,America,549
Tesla,Ireland,914
Audi,Poland,839
Toyota,South Africa,576
Lexus,America,661
Mazda,Ireland,870
Subaru,Poland,674
Chevrolet,South Africa,731
Porsche,America,527
Saab,Ireland,570
Ford,Poland,891
Honda,South Africa,517
Maybach,America,916
Honda,Ireland,672
BMW,Poland,957
Mercedes-Benz,South Africa,729
Mercedes-Benz,America,756
Chevrolet,Ireland,803
Cadillac,Poland,870
Mercedes-Benz,South Africa,825
Nissan,America,823
Cadillac,Ireland,770
Volkswagen,Poland,677
Land Rover,South Africa,842
GMC,America,612
Toyota,Ireland,743
Chevrolet,Poland,958
Pontiac,South Africa,724
Nissan,America,944
Buick,Ireland,845
Chevrolet,Poland,892
Hyundai,South Africa,764
Audi,India,778
Infiniti,Australia,611
Nissan,Srilanka,571
Chevrolet,India,813
Mitsubishi,Australia,535
Infiniti,Srilanka,901
Volkswagen,India,623
Kia,Australia,566
Volkswagen,Srilanka,502
Land Rover,India,648
Toyota,Australia,713
Morgan,Srilanka,728
Hyundai,India,524
Mercedes-Benz,Australia,708
Lincoln,Srilanka,793
Mazda,India,752
Isuzu,Australia,668
Hummer,Srilanka,873
Chevrolet,India,863
Mercedes-Benz,Australia,860
Mercedes-Benz,Srilanka,864
Audi,India,698
Jeep,South Africa,799
Volkswagen,America,718
Ferrari,Ireland,719
Dodge,Poland,902
Volkswagen,South Africa,763
BMW,America,791
GMC,Ireland,807
Pontiac,Poland,611
Plymouth,South Africa,568
Ford,America,932
Lexus,Ireland,523
Chevrolet,Poland,575
Dodge,South Africa,776
Ford,America,550
Isuzu,Ireland,652
Dodge,Poland,530
Ford,South Africa,669
Dodge,America,551
Mitsubishi,Ireland,655
Mitsubishi,Poland,540
Mitsubishi,South Africa,823
Volvo,America,719
Audi,Ireland,849
Acura,Poland,780
Chevrolet,South Africa,609
Pontiac,America,980
Acura,Ireland,770
Pontiac,Poland,512
Ford,South Africa,969
Plymouth,America,788
Ford,Ireland,597
Nissan,Poland,570
BMW,South Africa,515
Plymouth,America,819
Ford,Ireland,818
Mercedes-Benz,Poland,627
BMW,South Africa,628
Audi,America,846
Pontiac,Ireland,513
Lincoln,Poland,934
Jeep,South Africa,910
GMC,America,775
Land Rover,Ireland,998
Ford,Poland,804
Nissan,South Africa,714
Chrysler,America,540
Cadillac,Ireland,593
Mazda,Poland,781
Mercury,South Africa,620
Maybach,India,540
GMC,Australia,524
Volkswagen,Srilanka,792
Chevrolet,India,610
Ford,Australia,584
Mazda,Srilanka,963
GMC,India,866
Dodge,Australia,997
Chevrolet,Srilanka,553
Nissan,India,864
Pontiac,Australia,949
Acura,Srilanka,950
Aptera,India,842
Kia,Australia,939
GMC,Srilanka,505
Lexus,India,608
Cadillac,Australia,690
Mitsubishi,Srilanka,718
Dodge,India,825
Nissan,Australia,563
Chevrolet,Srilanka,617
Porsche,India,815
Buick,South Africa,877
Chevrolet,America,798
Mitsubishi,Ireland,785
Toyota,Poland,808
Audi,South Africa,674
Ford,America,567
Suzuki,Ireland,785
Mitsubishi,Poland,794
BMW,South Africa,796
Mercedes-Benz,America,728
Jaguar,Ireland,723
Chrysler,Poland,968
Dodge,South Africa,723
Oldsmobile,America,890
Honda,Ireland,682
Chevrolet,Poland,831
Saab,South Africa,875
Mitsubishi,America,569
Ford,Ireland,752
Subaru,Poland,715
Chevrolet,South Africa,733
Chevrolet,America,592
Chevrolet,Ireland,578
Mercedes-Benz,Poland,656
Ford,South Africa,604
Volkswagen,America,975
Cadillac,Ireland,620
Nissan,Poland,968
Cadillac,South Africa,655
Lincoln,America,612
Mazda,Ireland,648
GMC,Poland,738
Nissan,South Africa,552
Ford,America,939
Buick,Ireland,795
Mitsubishi,Poland,727
Lexus,South Africa,785
Isuzu,America,719
Suzuki,Ireland,595
Dodge,Poland,536
Porsche,South Africa,946
Pontiac,America,636
Lexus,Ireland,924
Mitsubishi,Poland,606
Volkswagen,South Africa,861
Mazda,America,562
Hyundai,Ireland,968
Chevrolet,Poland,601
Chevrolet,South Africa,501
Mazda,India,744
Chevrolet,Australia,903
Isuzu,Srilanka,572
Audi,India,929
Mitsubishi,Australia,734
GMC,Srilanka,988
Toyota,India,783
Dodge,Australia,985
Pontiac,Srilanka,751
Ford,India,856
Nissan,Australia,864
Volkswagen,Srilanka,732
Chevrolet,India,541
Mazda,Australia,765
Volkswagen,Srilanka,721
Kia,India,544
Daewoo,Australia,938
Toyota,Srilanka,560
Ford,India,844
Lexus,Australia,784
Kia,Srilanka,608
Suzuki,India,622
Scion,South Africa,668
Chevrolet,America,838
Dodge,Ireland,915
GMC,Poland,708
Dodge,South Africa,548
Ford,America,584
Suzuki,Ireland,696
Chevrolet,Poland,522
Subaru,South Africa,658
GMC,America,628
Ford,Ireland,711
Nissan,Poland,509
Mitsubishi,South Africa,888
Lincoln,America,838
Chevrolet,Ireland,779
Ferrari,Poland,559
Honda,South Africa,895
Ford,America,955
Volvo,Ireland,936
Plymouth,Poland,635
Chevrolet,South Africa,628
Ford,America,543
Infiniti,Ireland,860
Mercedes-Benz,Poland,624
Infiniti,South Africa,802
Honda,America,937
Nissan,Ireland,766
Kia,Poland,836
Kia,South Africa,544
Volkswagen,America,822
Infiniti,Ireland,820
Saab,Poland,772
Honda,South Africa,953
Mazda,America,582
Kia,Ireland,628
Toyota,Poland,972
Honda,South Africa,510
Mercury,America,519
Infiniti,Ireland,967
Honda,Poland,979
Mitsubishi,South Africa,508
Plymouth,America,919
Kia,Ireland,585
Volkswagen,Poland,834
Mazda,South Africa,837
Acura,America,628
Porsche,Ireland,913
Cadillac,Poland,530
Isuzu,South Africa,610
Nissan,India,799
Dodge,Australia,563
Ford,Srilanka,998
Chevrolet,India,727
Suzuki,Australia,520
Honda,Srilanka,801
Jeep,India,906
Mazda,Australia,691
Nissan,Srilanka,741
GMC,India,514
Volkswagen,Australia,751
Dodge,Srilanka,687
Cadillac,India,612
Pontiac,Australia,646
Audi,Srilanka,688
Chrysler,India,792
Mazda,Australia,916
Toyota,Srilanka,934
Oldsmobile,India,538
Mercury,Australia,792
Lexus,Srilanka,531
Subaru,India,538
Mercedes-Benz,South Africa,986
Hyundai,America,617
Mitsubishi,Ireland,662
Pontiac,Poland,991
Volkswagen,South Africa,979
Chevrolet,America,855
Pontiac,Ireland,942
Audi,Poland,850
Toyota,South Africa,561
Audi,America,636
Chevrolet,Ireland,792
Dodge,Poland,600
Mercury,South Africa,701
Cadillac,America,570
Ford,Ireland,968
Volkswagen,Poland,714
Chevrolet,South Africa,508
Kia,America,876
Dodge,Ireland,741
GMC,Poland,672
Audi,South Africa,885
Volkswagen,America,562
Honda,Ireland,861
Ford,Poland,770
Lincoln,South Africa,812
BMW,America,797
BMW,Ireland,997
Ford,Poland,637
Mazda,South Africa,674
Suzuki,America,559
Mazda,Ireland,755
GMC,Poland,849
Ford,South Africa,804
Infiniti,America,642
Porsche,Ireland,765
Mercedes-Benz,Poland,758
GMC,South Africa,620
Mitsubishi,America,820
Ford,Ireland,642
Chevrolet,Poland,547
Honda,South Africa,543
Buick,America,504
BMW,Ireland,814
Dodge,Poland,652
Citroën,South Africa,959
Mitsubishi,America,591
Saab,Ireland,919
Nissan,Poland,965
Mitsubishi,South Africa,984
Suzuki,India,726
MINI,Australia,995
BMW,Srilanka,666
Chevrolet,India,655
Maserati,Australia,929
Volkswagen,Srilanka,617
BMW,India,764
Volvo,Australia,881
Lexus,Srilanka,650
Mazda,India,695
Porsche,Australia,726
Honda,Srilanka,933
Hyundai,India,710
Mercedes-Benz,Australia,734
Hyundai,Srilanka,780
Infiniti,India,652
Chevrolet,Australia,710
Acura,Srilanka,997
Buick,India,921
Honda,Australia,924
Volkswagen,Srilanka,651
Toyota,India,818
Hyundai,South Africa,960
Lexus,America,606
Mitsubishi,Ireland,615
Plymouth,Poland,971
Toyota,South Africa,576
Chevrolet,America,586
Volkswagen,Ireland,913
Chrysler,Poland,775
Aston Martin,South Africa,524
Dodge,America,918
Maserati,Ireland,610
Jeep,Poland,805
Mitsubishi,South Africa,716
Ford,America,859
Chevrolet,Ireland,844
Porsche,Poland,875
Volkswagen,South Africa,886
Chevrolet,America,679
Hyundai,Ireland,517
Chrysler,Poland,981
Nissan,South Africa,633
Volkswagen,America,803
Aston Martin,Ireland,845
GMC,Poland,928
Lexus,South Africa,738
Mazda,America,690
Saturn,Ireland,982
Mazda,Poland,927
Lincoln,South Africa,595
Ford,America,584
GMC,Ireland,810
Chevrolet,Poland,643
BMW,South Africa,648
Mitsubishi,America,993
Ford,Ireland,767
Honda,Poland,754
Volvo,South Africa,922
Chevrolet,America,715
Chevrolet,Ireland,922
BMW,Poland,911
Ford,South Africa,974
Volkswagen,America,686
GMC,Ireland,734
Audi,Poland,571
Mercedes-Benz,South Africa,509
Volkswagen,America,870
Mitsubishi,Ireland,662
Oldsmobile,Poland,955
Dodge,South Africa,882
Lincoln,India,850
Cadillac,Australia,899
Mitsubishi,Srilanka,960
Acura,India,989
Toyota,Australia,651
Mercedes-Benz,Srilanka,729
Volvo,India,809
Ford,Australia,812
Chevrolet,Srilanka,871
Dodge,India,935
GMC,Australia,513
GMC,Srilanka,789
Aston Martin,India,728
Dodge,Australia,742
Volvo,Srilanka,791
Volkswagen,India,812
Toyota,Australia,672
Land Rover,Srilanka,553
Mercedes-Benz,India,548
Ram,Australia,890
Mitsubishi,Srilanka,597
Cadillac,India,617
Toyota,South Africa,648
Geo,America,941
Audi,Ireland,865
Toyota,Poland,650
Pontiac,South Africa,888
Audi,America,646
Infiniti,Ireland,699
Cadillac,Poland,540
Dodge,South Africa,751
Toyota,America,510
Nissan,Ireland,616
Volkswagen,Poland,911
Buick,South Africa,776
Suzuki,America,721
Ford,Ireland,879
Infiniti,Poland,853
Mercedes-Benz,South Africa,508
GMC,America,864
Acura,Ireland,963
Dodge,Poland,507
Audi,South Africa,768
Hyundai,America,687
Ford,Ireland,785
Hummer,Poland,546
Mazda,South Africa,775
Mazda,America,755
Honda,Ireland,507
Ford,Poland,998
Kia,South Africa,663
Aston Martin,America,679
Pontiac,Ireland,733
Volkswagen,Poland,745
Cadillac,South Africa,902
Audi,America,984
Infiniti,Ireland,752
Nissan,Poland,579
Land Rover,South Africa,872
Volvo,America,678
Volvo,Ireland,931
Ford,Poland,816
Pontiac,South Africa,755
Lamborghini,America,954
Mazda,Ireland,612
Buick,Poland,697
Volkswagen,South Africa,884
BMW,America,836
Ford,Ireland,794
Toyota,Poland,877
Ford,South Africa,543
Mercedes-Benz,India,892
Buick,Australia,716
Dodge,Srilanka,905
Chevrolet,India,962
Subaru,Australia,931
Lotus,Srilanka,626
GMC,India,556
Infiniti,Australia,952
Chevrolet,Srilanka,667
Ford,India,526
Suzuki,Australia,929
Buick,Srilanka,993
Maserati,India,566
Mazda,Australia,760
Lexus,Srilanka,995
Nissan,India,574
Ford,Australia,572
Porsche,Srilanka,974
Buick,India,816
Mazda,Australia,683
Mazda,Srilanka,729
Pontiac,India,805
Chevrolet,South Africa,544
Pontiac,America,604
Maserati,Ireland,768
Toyota,Poland,774
Toyota,South Africa,777
Kia,America,678
Hyundai,Ireland,942
BMW,Poland,921
Audi,South Africa,605
Mazda,America,545
Plymouth,Ireland,631
Jaguar,Poland,780
Chevrolet,South Africa,701
Chevrolet,America,711
Toyota,Ireland,941
BMW,Poland,667
Chrysler,South Africa,595
Saab,America,829
Mazda,Ireland,706
Chevrolet,Poland,721
Mercedes-Benz,South Africa,942
Dodge,America,870
Volvo,Ireland,503
Geo,Poland,649
Porsche,South Africa,554
Ford,America,672
Mercury,Ireland,600
Honda,Poland,607
Pontiac,South Africa,511
Cadillac,America,601
Lexus,Ireland,588
Nissan,Poland,620
Hyundai,South Africa,712
Mitsubishi,America,755
Audi,Ireland,870
Plymouth,Poland,951
Chevrolet,South Africa,572
Nissan,America,845
Chevrolet,Ireland,678
Ford,Poland,837
Lotus,South Africa,702
Chevrolet,America,798
Toyota,Ireland,503
Mercury,Poland,664
Mercedes-Benz,South Africa,935
BMW,America,536
Pontiac,Ireland,519
Dodge,Poland,983
Jaguar,South Africa,712
GMC,India,747
Chevrolet,Australia,557
Hyundai,Srilanka,588
Ford,India,769
Nissan,Australia,626
Toyota,Srilanka,500
Mazda,India,961
Mazda,Australia,930
Ford,Srilanka,979
BMW,India,651
GMC,Australia,968
Lexus,Srilanka,753
Hyundai,India,892
Jeep,Australia,553
Volkswagen,Srilanka,975
Toyota,India,559
Lexus,Australia,923
Saturn,Srilanka,947
Nissan,India,588
Chevrolet,Australia,600
Maserati,Srilanka,590
Mazda,India,539
Land Rover,South Africa,843
Kia,America,521
Ford,Ireland,660
Ford,Poland,578
Mercury,South Africa,583
Mazda,America,659
Buick,Ireland,980
Chevrolet,Poland,585
GMC,South Africa,516
Maserati,America,931
Hyundai,Ireland,641
Pontiac,Poland,585
BMW,South Africa,742
Infiniti,America,687
Chevrolet,Ireland,954
Honda,Poland,917
Mercedes-Benz,South Africa,596
Pontiac,America,948
Buick,Ireland,656
Mitsubishi,Poland,544
Lamborghini,South Africa,508
Mazda,America,558
Pontiac,Ireland,547
Hummer,Poland,765
Land Rover,South Africa,792
Kia,America,912
Nissan,Ireland,736
Chrysler,Poland,735
Bentley,South Africa,622
Pontiac,America,501
Ford,Ireland,563
Dodge,Poland,573
Buick,South Africa,791
Porsche,America,510
Porsche,Ireland,877
Chevrolet,Poland,745
Subaru,South Africa,829
Cadillac,America,761
Volkswagen,Ireland,704
Isuzu,Poland,877
Ford,South Africa,762
Geo,America,670
Suzuki,Ireland,556
Honda,Poland,688
Mitsubishi,South Africa,521
Chevrolet,America,747
Oldsmobile,Ireland,840
GMC,Poland,808
Ford,South Africa,859
Chrysler,India,598
Hyundai,Australia,631
Toyota,Srilanka,621
Mazda,India,711
Chevrolet,Australia,600
Nissan,Srilanka,900
Dodge,India,775
Chevrolet,Australia,535
Mercury,Srilanka,916
Pontiac,India,833
GMC,Australia,582
Toyota,Srilanka,574
Mitsubishi,India,671
Volkswagen,Australia,510
Mercedes-Benz,Srilanka,772
Jeep,India,768
Chevrolet,Australia,792
Chevrolet,Srilanka,563
Hyundai,India,522
Subaru,Australia,876
Ford,Srilanka,809
Chevrolet,India,947
Mitsubishi,South Africa,608
Mercury,America,941
MINI,Ireland,775
Toyota,Poland,762
Lincoln,South Africa,773
BMW,America,653
Mercedes-Benz,Ireland,899
Subaru,Poland,945
Acura,South Africa,839
Dodge,America,955
Mazda,Ireland,747
Mazda,Poland,507
Volkswagen,South Africa,585
Mazda,America,739
GMC,Ireland,752
Cadillac,Poland,762
Audi,South Africa,551
Cadillac,America,994
Hyundai,Ireland,995
Ford,Poland,832
BMW,South Africa,644
Dodge,America,612
Toyota,Ireland,934
Jaguar,Poland,689
Chevrolet,South Africa,969
Toyota,America,959
Nissan,Ireland,512
Chevrolet,Poland,535
Subaru,South Africa,616
Saab,America,667
Chrysler,Ireland,948
Volkswagen,Poland,999
Kia,South Africa,941
Hyundai,America,504
Suzuki,Ireland,613
Ford,Poland,778
Saab,South Africa,964
Pontiac,America,728
GMC,Ireland,823
Chevrolet,Poland,652
Mitsubishi,South Africa,606
Suzuki,America,512
Pontiac,Ireland,770
Ford,Poland,508
Audi,South Africa,871
Subaru,America,811
Mercury,Ireland,554
BMW,Poland,696
GMC,South Africa,801
Ford,India,818
Chevrolet,Australia,899
Ford,Srilanka,687
Volvo,India,584
Porsche,Australia,888
Audi,Srilanka,545
Dodge,India,911
Pontiac,Australia,935
Ford,Srilanka,961
Suzuki,India,800
Chrysler,Australia,824
Dodge,Srilanka,967
Morgan,India,895
Lincoln,Australia,955
Cadillac,Srilanka,540
Honda,India,718
Chevrolet,Australia,787
Mitsubishi,Srilanka,999
Mercury,India,898
Dodge,Australia,836
Mercedes-Benz,Srilanka,599
Volkswagen,India,676
Ford,South Africa,557
Honda,America,616
Buick,Ireland,661
Buick,Poland,919
Ford,South Africa,736
Volvo,America,608
Mazda,Ireland,910
Acura,Poland,689
Buick,South Africa,695
GMC,America,789
GMC,Ireland,865
Dodge,Poland,845
Audi,South Africa,581
Pontiac,America,990
Pontiac,Ireland,573
Chevrolet,Poland,613
Toyota,South Africa,723
Ford,America,988
Chevrolet,Ireland,915
Kia,Poland,895
GMC,South Africa,960
Mitsubishi,America,536
Mitsubishi,Ireland,703
Subaru,Poland,657
Buick,South Africa,554
Audi,America,737
Toyota,Ireland,911
GMC,Poland,563
Mercury,South Africa,933
Volkswagen,America,955
Acura,Ireland,787
Ford,Poland,689
Honda,South Africa,762
Lincoln,America,758
Ford,Ireland,890
GMC,Poland,538
Pontiac,South Africa,684
Oldsmobile,America,701
Nissan,Ireland,650
Mercury,Poland,862
Chevrolet,South Africa,622
GMC,America,590
GMC,Ireland,722
Jeep,Poland,769
Lincoln,South Africa,930
Toyota,America,983
Chevrolet,Ireland,811
Honda,Poland,509
Ford,South Africa,972
Mitsubishi,India,651
Chevrolet,Australia,767
Pontiac,Srilanka,738
Lincoln,India,881
Mazda,Australia,716
Isuzu,Srilanka,771
Acura,India,708
Ford,Australia,946
Suzuki,Srilanka,669
Toyota,India,810
Pontiac,Australia,669
Saturn,Srilanka,508
Pontiac,India,743
Mercury,Australia,559
Kia,Srilanka,556
Ford,India,858
Dodge,Australia,530
Chevrolet,Srilanka,990
Subaru,India,870
Eagle,Australia,520
Bentley,Srilanka,781
Toyota,India,974
Lexus,South Africa,700
Land Rover,America,913
Acura,Ireland,971
Ford,Poland,777
BMW,South Africa,903
Honda,America,545
Pontiac,Ireland,964
Chrysler,Poland,810
Audi,South Africa,975
Infiniti,America,874
Lexus,Ireland,716
Suzuki,Poland,557
Infiniti,South Africa,795
Mercury,America,936
Ford,Ireland,731
Chevrolet,Poland,673
Audi,South Africa,825
Hummer,America,801
Volvo,Ireland,634
Nissan,Poland,745
Eagle,South Africa,786
Mazda,America,871
Mercedes-Benz,Ireland,986
Chevrolet,Poland,645
Dodge,South Africa,507
Dodge,America,591
Honda,Ireland,772
GMC,Poland,800
Mercury,South Africa,829
Pontiac,America,530
Honda,Ireland,566
Toyota,Poland,601
Mazda,South Africa,943
Dodge,America,726
Lexus,Ireland,840
Mitsubishi,Poland,646
Suzuki,South Africa,515
Mazda,America,669
Honda,Ireland,637
Mercury,Poland,567
Suzuki,South Africa,748
Mazda,America,683
Oldsmobile,Ireland,860
Audi,Poland,592
Buick,South Africa,524
GMC,America,521
Dodge,Ireland,875
Ford,Poland,887
Jeep,South Africa,928
Honda,India,967
Dodge,Australia,632
Subaru,Srilanka,891
Ford,India,547
Chevrolet,Australia,877
GMC,Srilanka,588
Lincoln,India,539
Volkswagen,Australia,901
BMW,Srilanka,848
Toyota,India,883
Saturn,Australia,638
Dodge,Srilanka,916
Ford,India,609
Chevrolet,Australia,779
GMC,Srilanka,868
Land Rover,India,597
Volvo,Australia,701
Buick,Srilanka,592
Buick,India,956
Chevrolet,Australia,769
Hummer,Srilanka,885
Ford,India,521
Chevrolet,South Africa,924
Mercedes-Benz,America,625
BMW,Ireland,941
Lexus,Poland,738
Plymouth,South Africa,769
Plymouth,America,774
Chevrolet,Ireland,573
Pontiac,Poland,631
Chevrolet,South Africa,858
Pontiac,America,719
Toyota,Ireland,616
Kia,Poland,686
Oldsmobile,South Africa,958
Plymouth,America,884
Chevrolet,Ireland,941
Infiniti,Poland,964
Mercedes-Benz,South Africa,713
Chrysler,America,817
Chevrolet,Ireland,516
BMW,Poland,998
Honda,South Africa,634
Oldsmobile,America,602
GMC,Ireland,519
Chevrolet,Poland,969
Volkswagen,South Africa,733
Suzuki,America,893
Lincoln,Ireland,723
Honda,Poland,541
Spyker,South Africa,567
Oldsmobile,America,861
Isuzu,Ireland,548
Nissan,Poland,756
Mazda,South Africa,794
Ford,America,750
GMC,Ireland,718
GMC,Poland,853
Ford,South Africa,702
Pontiac,America,783
Volkswagen,Ireland,718
Honda,Poland,732
Mitsubishi,South Africa,771
Isuzu,America,856
Lincoln,Ireland,804
Nissan,Poland,808
Lincoln,South Africa,673
Studebaker,America,803
Chevrolet,Ireland,895
Toyota,Poland,652
Chrysler,South Africa,978
Pontiac,India,809
Isuzu,Australia,824
Ford,Srilanka,904
Hyundai,India,675
Dodge,Australia,911
Toyota,Srilanka,749
Dodge,India,951
Mitsubishi,Australia,641
Infiniti,Srilanka,734
Nissan,India,789
Cadillac,Australia,953
GMC,Srilanka,562
Suzuki,India,752
Cadillac,Australia,543
Rolls-Royce,Srilanka,545
Bentley,India,579
Nissan,Australia,683
Dodge,Srilanka,811
Chevrolet,India,535
Chevrolet,Australia,610
Buick,Srilanka,546
Oldsmobile,India,532
Chevrolet,South Africa,736
Buick,America,526
Mazda,Ireland,513
Plymouth,Poland,984
Ford,South Africa,821
Nissan,America,576
Mercedes-Benz,Ireland,976
Honda,Poland,763
Volvo,South Africa,876
Jeep,America,525
Ford,Ireland,900
Maybach,Poland,575
Kia,South Africa,615
Buick,America,604
Ford,Ireland,744
Mercedes-Benz,Poland,671
Subaru,South Africa,942
Toyota,America,785
Buick,Ireland,516
Subaru,Poland,627
Dodge,South Africa,967
Chrysler,America,746
Ford,Ireland,762
Pontiac,Poland,595
Buick,South Africa,778
Mitsubishi,America,559
Dodge,Ireland,824
Hyundai,Poland,535
Buick,South Africa,525
Kia,America,980
Dodge,Ireland,591
Mercedes-Benz,Poland,883
Audi,South Africa,655
Toyota,America,760
Mazda,Ireland,746
Saturn,Poland,910
Honda,South Africa,754
Porsche,America,915
Mitsubishi,Ireland,970
Land Rover,Poland,799
Pontiac,South Africa,909
Chevrolet,America,768
Chevrolet,Ireland,539
GMC,Poland,731
Chevrolet,South Africa,742
Mercedes-Benz,America,868
Hyundai,Ireland,524
Ford,Poland,895
Dodge,South Africa,762
Chevrolet,India,885
Dodge,Australia,813
Honda,Srilanka,833
Nissan,India,790
Mazda,Australia,544
Mazda,Srilanka,698
Land Rover,India,677
Ford,Australia,688
Lexus,Srilanka,616
Chevrolet,India,608
Dodge,Australia,1000
Isuzu,Srilanka,624
Chevrolet,India,655
Suzuki,Australia,704
Nissan,Srilanka,521
Buick,India,619
Ford,Australia,626
Pontiac,Srilanka,623
Cadillac,India,959
Mercury,Australia,991
Mazda,Srilanka,611
Ford,India,646
Plymouth,South Africa,763
Cadillac,America,752
Plymouth,Ireland,811
Chevrolet,Poland,854
Ford,South Africa,659
Ford,America,870
Ford,Ireland,642
Ford,Poland,903
Hyundai,South Africa,653
Plymouth,America,722
Lexus,Ireland,979
Jeep,Poland,531
Mazda,South Africa,989
Toyota,America,502
Bentley,Ireland,920
Plymouth,Poland,823
Saab,South Africa,639
Audi,America,880
Toyota,Ireland,881
Nissan,Poland,762
Pontiac,South Africa,634
Audi,America,818
Lincoln,Ireland,922
Mercury,Poland,642
Porsche,South Africa,657
Lotus,America,681
Ford,Ireland,535
Dodge,Poland,981
Maserati,South Africa,668
Audi,America,677
BMW,Ireland,823
Chevrolet,Poland,874
Buick,South Africa,705
Suzuki,America,983
Jensen,Ireland,933
Lincoln,Poland,968
Land Rover,South Africa,545
Toyota,America,973
Audi,Ireland,589
BMW,Poland,612
Mercedes-Benz,South Africa,587
Honda,America,663
Buick,Ireland,697
Lexus,Poland,706
Dodge,South Africa,865
Hyundai,America,797
Buick,Ireland,571
Chrysler,Poland,758
Mercury,South Africa,965
Pontiac,India,521
Mitsubishi,Australia,863
Chevrolet,Srilanka,577
Ford,India,919
Pontiac,Australia,741
GMC,Srilanka,591
Chevrolet,India,775
Hyundai,Australia,875
Mercedes-Benz,Srilanka,745
Oldsmobile,India,577
Audi,Australia,666
Jaguar,Srilanka,569
Mercedes-Benz,India,595
GMC,Australia,563
Pontiac,Srilanka,693
Plymouth,India,842
Ford,Australia,813
Ford,Srilanka,953
Cadillac,India,900
Lamborghini,Australia,623
Nissan,Srilanka,664
Cadillac,India,616
Audi,South Africa,684
Acura,America,647
Acura,Ireland,910
Porsche,Poland,911
Oldsmobile,South Africa,736
Kia,America,983
Volvo,Ireland,720
Hyundai,Poland,975
Chevrolet,South Africa,940
Toyota,America,656
Volkswagen,Ireland,610
Chevrolet,Poland,569
